"With so much to unpack let's find out who were the winners😃and losers😫in Indonesia...

https://t.co/MMcCOjUSte

#IndonesianGP #MotoGPNews #MotoGP"
"@btsportmotogp @MotoGP All the best. Until next time...
#IndonesianGP 
#MotoGP"
"Today's Race

#Mandalika
#MotoGP
#IndonesianGP 
#Lombok 
#Indonesia https://t.co/CDEpiIKkW6"
The Fast and Furious #IndonesianGP #MotoGP #Mandalika #Lombok https://t.co/5qNGILz04H
Just a few cloud-to-ground #lightning strokes at the track yesterday #IndonesianGP https://t.co/UGSIjFBbFm https://t.co/fLov18DUQQ
"Pol Espargaro says the dirt kicked up by the spray at #MotoGP's #IndonesianGP left him with ""no vision"" through his visor. 🌧️

Full story ⬇️

https://t.co/H7PsOo0Lc3"
"Thailand has its first ever grand prix motorcycle race winner!

Somkiat Chantra makes history with victory in a shortened Moto2 #IndonesianGP.

Full report ⬇️

https://t.co/MNshuoayVR"
".@marcmarquez93 has been taken to hospital after a shocking crash in #MotoGP warm-up for the #IndonesianGP.

Full story ⬇️

https://t.co/0URoV8I8FK"
"Oliveira's wet-weather masterclass promotes him to fourth in the championship standings 🏆📈

But it's still #QatarGP winner Bastianini who holds the championship lead 📊

Here's your 2022 #MotoGP standings so far:

#IndonesianGP 🇮🇩 #Autosport https://t.co/35eG7XIJmX"
"It's been a dramatic morning at the #IndonesianGP. 

Due to heavy rain, the shortened #MotoGP race been delayed.

Updates to follow..."
"Miguel Oliveira called his #IndonesianGP victory an ""emotional rollercoaster"" amid wet conditions at the Mandalika circuit 🎢

Full story ⬇️

#MotoGP

https://t.co/lTecmKfN5q"
"@polespargaro Here is the full FP1 report for the #MotoGP #IndonesianGP: 

https://t.co/gKgy7yGX6h"
"Jack Miller calls Fabio Quartararo's aggressive overtake in the #IndonesianGP “unnecessary”, as Quartararo responds saying he “doesn’t care” about his complaints

Here's the full #MotoGP story ⬇️

https://t.co/COsk3Djaeb"
"#MotoGP riders express concerns about how the ""extreme"" heat will affect them and their bikes in the #IndonesianGP 🥵

Here's the full story ⬇️

https://t.co/yaHyoQtxB2"
"What a recovery from @FabioQ20! 👏

After dropping back to fifth in the opening laps, he's now up to P2 and bringing down the gap for the lead! 🍿

#MotoGP #IndonesianGP 🇮🇩 https://t.co/K08zIAfaSQ"
"Marc Marquez is “praying” for a dry FP3 at the #IndonesianGP after an FP2 crash left him out of the Q2 places 🙏

Here's the full #MotoGP story ⬇️

https://t.co/Qmb2OlfxPJ"
"The second #MotoGP practice session at the Mandalika Street Circuit is over and the reigning world champion was quickest! 

🥇 F. Quartararo - 1m31.608s

#IndonesianGP FP2 report to follow... https://t.co/Tz6zssV7aQ"
"Miller leads the way for now 👀

He's under a lot of pressure from Oliveira in this lead battle 🍿

#MotoGP #IndonesianGP 🇮🇩

https://t.co/qGDKQVGOx4"
"A WET-WEATHER MASTERCLASS FROM OLIVEIRA! 🏆

He wins in Indonesia ahead of Quartararo and Zarco! 👏

📸 @MotoGP 

#MotoGP #IndonesianGP 🇮🇩 https://t.co/YmAOhjDh4y"
